Total Nacional;Comunidades y Ciudades Autónomas;Provincias;Régimen y estado;Periodo;Total
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2015;166
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2014;230
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2013;238
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2012;291
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2011;314
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2010;184
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2009;302
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2008;422
Total Nacional;08 Castilla - La Mancha;19 Guadalajara;Vivienda protegida;2007;347
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2021;9.591
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2020;7.215
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2019;8.621
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2018;8.068
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2017;6.430
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2016;5.310
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2015;4.484
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2014;4.309
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2013;5.507
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2012;7.127
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2011;6.566
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2010;6.555
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2009;6.895
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2008;14.241
Total Nacional;08 Castilla - La Mancha;45 Toledo;Viviendas: Total;2007;14.684
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2021;1.773
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2020;1.462
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2019;1.743
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2018;1.518
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2017;1.157
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2016;925
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2015;856
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2014;1.565
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2013;2.589
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2012;3.680
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2011;2.628
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2010;3.154
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2009;3.351
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2008;6.826
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda nueva;2007;4.073
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2021;7.818
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2020;5.753
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2019;6.878
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2018;6.550
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2017;5.273
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2016;4.385
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2015;3.628
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2014;2.744
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2013;2.918
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2012;3.447
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2011;3.938
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2010;3.401
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2009;3.544
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2008;7.415
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda usada;2007;10.611
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2021;9.220
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2020;6.789
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2019;8.146
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2018;7.699
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2017;6.034
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2016;5.016
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2015;4.196
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2014;4.017
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2013;5.109
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2012;6.274
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2011;5.928
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2010;5.930
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2009;6.494
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2008;13.681
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda libre;2007;13.951
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2021;371
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2020;426
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2019;475
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2018;369
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2017;396
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2016;294
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2015;288
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2014;292
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2013;398
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2012;853
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2011;638
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2010;625
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2009;401
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2008;560
Total Nacional;08 Castilla - La Mancha;45 Toledo;Vivienda protegida;2007;733
Total Nacional;09 Cataluña;;Viviendas: Total;2021;88.545
Total Nacional;09 Cataluña;;Viviendas: Total;2020;65.886
Total Nacional;09 Cataluña;;Viviendas: Total;2019;81.006
Total Nacional;09 Cataluña;;Viviendas: Total;2018;81.685
Total Nacional;09 Cataluña;;Viviendas: Total;2017;77.910
Total Nacional;09 Cataluña;;Viviendas: Total;2016;67.214
Total Nacional;09 Cataluña;;Viviendas: Total;2015;55.373
Total Nacional;09 Cataluña;;Viviendas: Total;2014;47.865
Total Nacional;09 Cataluña;;Viviendas: Total;2013;45.408
Total Nacional;09 Cataluña;;Viviendas: Total;2012;43.015
Total Nacional;09 Cataluña;;Viviendas: Total;2011;47.076
Total Nacional;09 Cataluña;;Viviendas: Total;2010;55.857
Total Nacional;09 Cataluña;;Viviendas: Total;2009;45.686
Total Nacional;09 Cataluña;;Viviendas: Total;2008;62.136
Total Nacional;09 Cataluña;;Viviendas: Total;2007;111.482
Total Nacional;09 Cataluña;;Vivienda nueva;2021;15.078
Total Nacional;09 Cataluña;;Vivienda nueva;2020;11.220
Total Nacional;09 Cataluña;;Vivienda nueva;2019;12.012
Total Nacional;09 Cataluña;;Vivienda nueva;2018;12.233
Total Nacional;09 Cataluña;;Vivienda nueva;2017;10.690
Total Nacional;09 Cataluña;;Vivienda nueva;2016;8.564
Total Nacional;09 Cataluña;;Vivienda nueva;2015;8.424
Total Nacional;09 Cataluña;;Vivienda nueva;2014;12.037
Total Nacional;09 Cataluña;;Vivienda nueva;2013;15.124
Total Nacional;09 Cataluña;;Vivienda nueva;2012;16.609
Total Nacional;09 Cataluña;;Vivienda nueva;2011;19.842
Total Nacional;09 Cataluña;;Vivienda nueva;2010;23.836
Total Nacional;09 Cataluña;;Vivienda nueva;2009;20.333
Total Nacional;09 Cataluña;;Vivienda nueva;2008;28.844
Total Nacional;09 Cataluña;;Vivienda nueva;2007;46.034
Total Nacional;09 Cataluña;;Vivienda usada;2021;73.467
Total Nacional;09 Cataluña;;Vivienda usada;2020;54.666
Total Nacional;09 Cataluña;;Vivienda usada;2019;68.994
Total Nacional;09 Cataluña;;Vivienda usada;2018;69.452
Total Nacional;09 Cataluña;;Vivienda usada;2017;67.220
Total Nacional;09 Cataluña;;Vivienda usada;2016;58.650
Total Nacional;09 Cataluña;;Vivienda usada;2015;46.949
Total Nacional;09 Cataluña;;Vivienda usada;2014;35.828
Total Nacional;09 Cataluña;;Vivienda usada;2013;30.284
Total Nacional;09 Cataluña;;Vivienda usada;2012;26.406
Total Nacional;09 Cataluña;;Vivienda usada;2011;27.234
Total Nacional;09 Cataluña;;Vivienda usada;2010;32.021
Total Nacional;09 Cataluña;;Vivienda usada;2009;25.353
Total Nacional;09 Cataluña;;Vivienda usada;2008;33.292
Total Nacional;09 Cataluña;;Vivienda usada;2007;65.448
Total Nacional;09 Cataluña;;Vivienda libre;2021;81.519
Total Nacional;09 Cataluña;;Vivienda libre;2020;60.535
Total Nacional;09 Cataluña;;Vivienda libre;2019;73.742
Total Nacional;09 Cataluña;;Vivienda libre;2018;73.846
Total Nacional;09 Cataluña;;Vivienda libre;2017;70.196
Total Nacional;09 Cataluña;;Vivienda libre;2016;59.869
Total Nacional;09 Cataluña;;Vivienda libre;2015;49.342
Total Nacional;09 Cataluña;;Vivienda libre;2014;43.154
Total Nacional;09 Cataluña;;Vivienda libre;2013;40.696
Total Nacional;09 Cataluña;;Vivienda libre;2012;40.244
Total Nacional;09 Cataluña;;Vivienda libre;2011;43.857
Total Nacional;09 Cataluña;;Vivienda libre;2010;52.924
Total Nacional;09 Cataluña;;Vivienda libre;2009;43.074
Total Nacional;09 Cataluña;;Vivienda libre;2008;58.916
Total Nacional;09 Cataluña;;Vivienda libre;2007;106.327
Total Nacional;09 Cataluña;;Vivienda protegida;2021;7.026
Total Nacional;09 Cataluña;;Vivienda protegida;2020;5.351
Total Nacional;09 Cataluña;;Vivienda protegida;2019;7.264
Total Nacional;09 Cataluña;;Vivienda protegida;2018;7.839
Total Nacional;09 Cataluña;;Vivienda protegida;2017;7.714
Total Nacional;09 Cataluña;;Vivienda protegida;2016;7.345
Total Nacional;09 Cataluña;;Vivienda protegida;2015;6.031
Total Nacional;09 Cataluña;;Vivienda protegida;2014;4.711
Total Nacional;09 Cataluña;;Vivienda protegida;2013;4.712
Total Nacional;09 Cataluña;;Vivienda protegida;2012;2.771
Total Nacional;09 Cataluña;;Vivienda protegida;2011;3.219
Total Nacional;09 Cataluña;;Vivienda protegida;2010;2.933
Total Nacional;09 Cataluña;;Vivienda protegida;2009;2.612
Total Nacional;09 Cataluña;;Vivienda protegida;2008;3.220
Total Nacional;09 Cataluña;;Vivienda protegida;2007;5.155
Total Nacional;09 Cataluña;08 Barcelona;Viviendas: Total;2021;57.474
Total Nacional;09 Cataluña;08 Barcelona;Viviendas: Total;2020;44.078
Total Nacional;09 Cataluña;08 Barcelona;Viviendas: Total;2019;55.269
Total Nacional;09 Cataluña;08 Barcelona;Viviendas: Total;2018;56.012
Total Nacional;09 Cataluña;08 Barcelona;Viviendas: Total;2017;53.831
Total Nacional;09 Cataluña;08 Barcelona;Viviendas: Total;2016;46.529
Total Nacional;09 Cataluña;08 Barcelona;Viviendas: Total;2015;37.779
Total Nacional;09 Cataluña;08 Barcelona;Viviendas: Total;2014;31.362
Total Nacional;09 Cataluña;08 Barcelona;Viviendas: Total;2013;28.511
Total Nacional;09 Cataluña;08 Barcelona;Viviendas: Total;2012;26.242
Total Nacional;09 Cataluña;08 Barcelona;Viviendas: Total;2011;30.523
Total Nacional;09 Cataluña;08 Barcelona;Viviendas: Total;2010;37.002
Total Nacional;09 Cataluña;08 Barcelona;Viviendas: Total;2009;28.539
Total Nacional;09 Cataluña;08 Barcelona;Viviendas: Total;2008;37.880
Total Nacional;09 Cataluña;08 Barcelona;Viviendas: Total;2007;67.430
Total Nacional;09 Cataluña;08 Barcelona;Vivienda nueva;2021;10.040
Total Nacional;09 Cataluña;08 Barcelona;Vivienda nueva;2020;8.110
Total Nacional;09 Cataluña;08 Barcelona;Vivienda nueva;2019;8.427
Total Nacional;09 Cataluña;08 Barcelona;Vivienda nueva;2018;8.091
Total Nacional;09 Cataluña;08 Barcelona;Vivienda nueva;2017;6.853
Total Nacional;09 Cataluña;08 Barcelona;Vivienda nueva;2016;5.647
Total Nacional;09 Cataluña;08 Barcelona;Vivienda nueva;2015;5.431
Total Nacional;09 Cataluña;08 Barcelona;Vivienda nueva;2014;6.778
Total Nacional;09 Cataluña;08 Barcelona;Vivienda nueva;2013;7.943
Total Nacional;09 Cataluña;08 Barcelona;Vivienda nueva;2012;8.755
Total Nacional;09 Cataluña;08 Barcelona;Vivienda nueva;2011;11.587
Total Nacional;09 Cataluña;08 Barcelona;Vivienda nueva;2010;14.178
Total Nacional;09 Cataluña;08 Barcelona;Vivienda nueva;2009;11.634
Total Nacional;09 Cataluña;08 Barcelona;Vivienda nueva;2008;16.681
Total Nacional;09 Cataluña;08 Barcelona;Vivienda nueva;2007;26.290
Total Nacional;09 Cataluña;08 Barcelona;Vivienda usada;2021;47.434
Total Nacional;09 Cataluña;08 Barcelona;Vivienda usada;2020;35.968
Total Nacional;09 Cataluña;08 Barcelona;Vivienda usada;2019;46.842
Total Nacional;09 Cataluña;08 Barcelona;Vivienda usada;2018;47.921
Total Nacional;09 Cataluña;08 Barcelona;Vivienda usada;2017;46.978
Total Nacional;09 Cataluña;08 Barcelona;Vivienda usada;2016;40.882
Total Nacional;09 Cataluña;08 Barcelona;Vivienda usada;2015;32.348
Total Nacional;09 Cataluña;08 Barcelona;Vivienda usada;2014;24.584
Total Nacional;09 Cataluña;08 Barcelona;Vivienda usada;2013;20.568
Total Nacional;09 Cataluña;08 Barcelona;Vivienda usada;2012;17.487
Total Nacional;09 Cataluña;08 Barcelona;Vivienda usada;2011;18.936
Total Nacional;09 Cataluña;08 Barcelona;Vivienda usada;2010;22.824
Total Nacional;09 Cataluña;08 Barcelona;Vivienda usada;2009;16.905
Total Nacional;09 Cataluña;08 Barcelona;Vivienda usada;2008;21.199
Total Nacional;09 Cataluña;08 Barcelona;Vivienda usada;2007;41.140
Total Nacional;09 Cataluña;08 Barcelona;Vivienda libre;2021;51.796
Total Nacional;09 Cataluña;08 Barcelona;Vivienda libre;2020;39.740
Total Nacional;09 Cataluña;08 Barcelona;Vivienda libre;2019;49.321
Total Nacional;09 Cataluña;08 Barcelona;Vivienda libre;2018;49.509
Total Nacional;09 Cataluña;08 Barcelona;Vivienda libre;2017;47.423
Total Nacional;09 Cataluña;08 Barcelona;Vivienda libre;2016;40.291
Total Nacional;09 Cataluña;08 Barcelona;Vivienda libre;2015;32.624
Total Nacional;09 Cataluña;08 Barcelona;Vivienda libre;2014;27.411
Total Nacional;09 Cataluña;08 Barcelona;Vivienda libre;2013;24.525
Total Nacional;09 Cataluña;08 Barcelona;Vivienda libre;2012;24.359
Total Nacional;09 Cataluña;08 Barcelona;Vivienda libre;2011;28.347
Total Nacional;09 Cataluña;08 Barcelona;Vivienda libre;2010;34.872
Total Nacional;09 Cataluña;08 Barcelona;Vivienda libre;2009;26.586
Total Nacional;09 Cataluña;08 Barcelona;Vivienda libre;2008;35.369
Total Nacional;09 Cataluña;08 Barcelona;Vivienda libre;2007;63.755
Total Nacional;09 Cataluña;08 Barcelona;Vivienda protegida;2021;5.678
Total Nacional;09 Cataluña;08 Barcelona;Vivienda protegida;2020;4.338
Total Nacional;09 Cataluña;08 Barcelona;Vivienda protegida;2019;5.948
Total Nacional;09 Cataluña;08 Barcelona;Vivienda protegida;2018;6.503
Total Nacional;09 Cataluña;08 Barcelona;Vivienda protegida;2017;6.408
Total Nacional;09 Cataluña;08 Barcelona;Vivienda protegida;2016;6.238
Total Nacional;09 Cataluña;08 Barcelona;Vivienda protegida;2015;5.155
Total Nacional;09 Cataluña;08 Barcelona;Vivienda protegida;2014;3.951
Total Nacional;09 Cataluña;08 Barcelona;Vivienda protegida;2013;3.986
Total Nacional;09 Cataluña;08 Barcelona;Vivienda protegida;2012;1.883
Total Nacional;09 Cataluña;08 Barcelona;Vivienda protegida;2011;2.176
Total Nacional;09 Cataluña;08 Barcelona;Vivienda protegida;2010;2.130
Total Nacional;09 Cataluña;08 Barcelona;Vivienda protegida;2009;1.953
Total Nacional;09 Cataluña;08 Barcelona;Vivienda protegida;2008;2.511
Total Nacional;09 Cataluña;08 Barcelona;Vivienda protegida;2007;3.675
Total Nacional;09 Cataluña;17 Girona;Viviendas: Total;2021;12.753
Total Nacional;09 Cataluña;17 Girona;Viviendas: Total;2020;9.238
Total Nacional;09 Cataluña;17 Girona;Viviendas: Total;2019;10.906
Total Nacional;09 Cataluña;17 Girona;Viviendas: Total;2018;10.761
Total Nacional;09 Cataluña;17 Girona;Viviendas: Total;2017;10.353
Total Nacional;09 Cataluña;17 Girona;Viviendas: Total;2016;9.001
Total Nacional;09 Cataluña;17 Girona;Viviendas: Total;2015;7.612
Total Nacional;09 Cataluña;17 Girona;Viviendas: Total;2014;7.372
Total Nacional;09 Cataluña;17 Girona;Viviendas: Total;2013;7.029
Total Nacional;09 Cataluña;17 Girona;Viviendas: Total;2012;6.846
Total Nacional;09 Cataluña;17 Girona;Viviendas: Total;2011;6.791
Total Nacional;09 Cataluña;17 Girona;Viviendas: Total;2010;7.994
Total Nacional;09 Cataluña;17 Girona;Viviendas: Total;2009;7.185
Total Nacional;09 Cataluña;17 Girona;Viviendas: Total;2008;9.452
Total Nacional;09 Cataluña;17 Girona;Viviendas: Total;2007;16.582
Total Nacional;09 Cataluña;17 Girona;Vivienda nueva;2021;2.088
Total Nacional;09 Cataluña;17 Girona;Vivienda nueva;2020;1.456
Total Nacional;09 Cataluña;17 Girona;Vivienda nueva;2019;1.688
Total Nacional;09 Cataluña;17 Girona;Vivienda nueva;2018;1.795
Total Nacional;09 Cataluña;17 Girona;Vivienda nueva;2017;1.578
Total Nacional;09 Cataluña;17 Girona;Vivienda nueva;2016;1.248
Total Nacional;09 Cataluña;17 Girona;Vivienda nueva;2015;1.201
Total Nacional;09 Cataluña;17 Girona;Vivienda nueva;2014;2.132
Total Nacional;09 Cataluña;17 Girona;Vivienda nueva;2013;2.750
Total Nacional;09 Cataluña;17 Girona;Vivienda nueva;2012;3.136
Total Nacional;09 Cataluña;17 Girona;Vivienda nueva;2011;3.273
Total Nacional;09 Cataluña;17 Girona;Vivienda nueva;2010;4.115
Total Nacional;09 Cataluña;17 Girona;Vivienda nueva;2009;3.827
Total Nacional;09 Cataluña;17 Girona;Vivienda nueva;2008;5.189
Total Nacional;09 Cataluña;17 Girona;Vivienda nueva;2007;7.787
Total Nacional;09 Cataluña;17 Girona;Vivienda usada;2021;10.665
Total Nacional;09 Cataluña;17 Girona;Vivienda usada;2020;7.782
Total Nacional;09 Cataluña;17 Girona;Vivienda usada;2019;9.218
Total Nacional;09 Cataluña;17 Girona;Vivienda usada;2018;8.966
Total Nacional;09 Cataluña;17 Girona;Vivienda usada;2017;8.775
Total Nacional;09 Cataluña;17 Girona;Vivienda usada;2016;7.753
Total Nacional;09 Cataluña;17 Girona;Vivienda usada;2015;6.411
Total Nacional;09 Cataluña;17 Girona;Vivienda usada;2014;5.240
Total Nacional;09 Cataluña;17 Girona;Vivienda usada;2013;4.279
Total Nacional;09 Cataluña;17 Girona;Vivienda usada;2012;3.710
Total Nacional;09 Cataluña;17 Girona;Vivienda usada;2011;3.518
Total Nacional;09 Cataluña;17 Girona;Vivienda usada;2010;3.879
Total Nacional;09 Cataluña;17 Girona;Vivienda usada;2009;3.358
Total Nacional;09 Cataluña;17 Girona;Vivienda usada;2008;4.263
Total Nacional;09 Cataluña;17 Girona;Vivienda usada;2007;8.795
Total Nacional;09 Cataluña;17 Girona;Vivienda libre;2021;12.315
Total Nacional;09 Cataluña;17 Girona;Vivienda libre;2020;8.875
Total Nacional;09 Cataluña;17 Girona;Vivienda libre;2019;10.483
Total Nacional;09 Cataluña;17 Girona;Vivienda libre;2018;10.292
Total Nacional;09 Cataluña;17 Girona;Vivienda libre;2017;9.887
Total Nacional;09 Cataluña;17 Girona;Vivienda libre;2016;8.572
Total Nacional;09 Cataluña;17 Girona;Vivienda libre;2015;7.314
Total Nacional;09 Cataluña;17 Girona;Vivienda libre;2014;7.103
Total Nacional;09 Cataluña;17 Girona;Vivienda libre;2013;6.778
Total Nacional;09 Cataluña;17 Girona;Vivienda libre;2012;6.589
Total Nacional;09 Cataluña;17 Girona;Vivienda libre;2011;6.550
Total Nacional;09 Cataluña;17 Girona;Vivienda libre;2010;7.612
Total Nacional;09 Cataluña;17 Girona;Vivienda libre;2009;6.905
Total Nacional;09 Cataluña;17 Girona;Vivienda libre;2008;9.182
Total Nacional;09 Cataluña;17 Girona;Vivienda libre;2007;16.058
Total Nacional;09 Cataluña;17 Girona;Vivienda protegida;2021;438
Total Nacional;09 Cataluña;17 Girona;Vivienda protegida;2020;363
Total Nacional;09 Cataluña;17 Girona;Vivienda protegida;2019;423
Total Nacional;09 Cataluña;17 Girona;Vivienda protegida;2018;469
Total Nacional;09 Cataluña;17 Girona;Vivienda protegida;2017;466
Total Nacional;09 Cataluña;17 Girona;Vivienda protegida;2016;429
Total Nacional;09 Cataluña;17 Girona;Vivienda protegida;2015;298
Total Nacional;09 Cataluña;17 Girona;Vivienda protegida;2014;269
Total Nacional;09 Cataluña;17 Girona;Vivienda protegida;2013;251
Total Nacional;09 Cataluña;17 Girona;Vivienda protegida;2012;257
Total Nacional;09 Cataluña;17 Girona;Vivienda protegida;2011;241
Total Nacional;09 Cataluña;17 Girona;Vivienda protegida;2010;382
Total Nacional;09 Cataluña;17 Girona;Vivienda protegida;2009;280
Total Nacional;09 Cataluña;17 Girona;Vivienda protegida;2008;270
Total Nacional;09 Cataluña;17 Girona;Vivienda protegida;2007;524
Total Nacional;09 Cataluña;25 Lleida;Viviendas: Total;2021;4.891
Total Nacional;09 Cataluña;25 Lleida;Viviendas: Total;2020;3.332
Total Nacional;09 Cataluña;25 Lleida;Viviendas: Total;2019;3.750
Total Nacional;09 Cataluña;25 Lleida;Viviendas: Total;2018;3.945
Total Nacional;09 Cataluña;25 Lleida;Viviendas: Total;2017;3.403
Total Nacional;09 Cataluña;25 Lleida;Viviendas: Total;2016;3.071
Total Nacional;09 Cataluña;25 Lleida;Viviendas: Total;2015;2.651
Total Nacional;09 Cataluña;25 Lleida;Viviendas: Total;2014;2.276
Total Nacional;09 Cataluña;25 Lleida;Viviendas: Total;2013;2.579
Total Nacional;09 Cataluña;25 Lleida;Viviendas: Total;2012;2.836
Total Nacional;09 Cataluña;25 Lleida;Viviendas: Total;2011;2.876
Total Nacional;09 Cataluña;25 Lleida;Viviendas: Total;2010;3.483
Total Nacional;09 Cataluña;25 Lleida;Viviendas: Total;2009;3.641
Total Nacional;09 Cataluña;25 Lleida;Viviendas: Total;2008;5.767
Total Nacional;09 Cataluña;25 Lleida;Viviendas: Total;2007;9.201
Total Nacional;09 Cataluña;25 Lleida;Vivienda nueva;2021;1.030
Total Nacional;09 Cataluña;25 Lleida;Vivienda nueva;2020;631
Total Nacional;09 Cataluña;25 Lleida;Vivienda nueva;2019;755
Total Nacional;09 Cataluña;25 Lleida;Vivienda nueva;2018;894
Total Nacional;09 Cataluña;25 Lleida;Vivienda nueva;2017;583
Total Nacional;09 Cataluña;25 Lleida;Vivienda nueva;2016;591
Total Nacional;09 Cataluña;25 Lleida;Vivienda nueva;2015;604
Total Nacional;09 Cataluña;25 Lleida;Vivienda nueva;2014;803
Total Nacional;09 Cataluña;25 Lleida;Vivienda nueva;2013;1.196
Total Nacional;09 Cataluña;25 Lleida;Vivienda nueva;2012;1.332
Total Nacional;09 Cataluña;25 Lleida;Vivienda nueva;2011;1.395
Total Nacional;09 Cataluña;25 Lleida;Vivienda nueva;2010;1.718
Total Nacional;09 Cataluña;25 Lleida;Vivienda nueva;2009;2.026
Total Nacional;09 Cataluña;25 Lleida;Vivienda nueva;2008;3.461
Total Nacional;09 Cataluña;25 Lleida;Vivienda nueva;2007;5.227
Total Nacional;09 Cataluña;25 Lleida;Vivienda usada;2021;3.861
Total Nacional;09 Cataluña;25 Lleida;Vivienda usada;2020;2.701
Total Nacional;09 Cataluña;25 Lleida;Vivienda usada;2019;2.995
Total Nacional;09 Cataluña;25 Lleida;Vivienda usada;2018;3.051
Total Nacional;09 Cataluña;25 Lleida;Vivienda usada;2017;2.820
Total Nacional;09 Cataluña;25 Lleida;Vivienda usada;2016;2.480
Total Nacional;09 Cataluña;25 Lleida;Vivienda usada;2015;2.047
Total Nacional;09 Cataluña;25 Lleida;Vivienda usada;2014;1.473
Total Nacional;09 Cataluña;25 Lleida;Vivienda usada;2013;1.383
Total Nacional;09 Cataluña;25 Lleida;Vivienda usada;2012;1.504
Total Nacional;09 Cataluña;25 Lleida;Vivienda usada;2011;1.481
Total Nacional;09 Cataluña;25 Lleida;Vivienda usada;2010;1.765
Total Nacional;09 Cataluña;25 Lleida;Vivienda usada;2009;1.615
Total Nacional;09 Cataluña;25 Lleida;Vivienda usada;2008;2.306
Total Nacional;09 Cataluña;25 Lleida;Vivienda usada;2007;3.974
Total Nacional;09 Cataluña;25 Lleida;Vivienda libre;2021;4.308
Total Nacional;09 Cataluña;25 Lleida;Vivienda libre;2020;2.940
Total Nacional;09 Cataluña;25 Lleida;Vivienda libre;2019;3.192
Total Nacional;09 Cataluña;25 Lleida;Vivienda libre;2018;3.379
Total Nacional;09 Cataluña;25 Lleida;Vivienda libre;2017;2.929
Total Nacional;09 Cataluña;25 Lleida;Vivienda libre;2016;2.633
Total Nacional;09 Cataluña;25 Lleida;Vivienda libre;2015;2.315
Total Nacional;09 Cataluña;25 Lleida;Vivienda libre;2014;2.027
Total Nacional;09 Cataluña;25 Lleida;Vivienda libre;2013;2.349
Total Nacional;09 Cataluña;25 Lleida;Vivienda libre;2012;2.532
Total Nacional;09 Cataluña;25 Lleida;Vivienda libre;2011;2.651
Total Nacional;09 Cataluña;25 Lleida;Vivienda libre;2010;3.239
Total Nacional;09 Cataluña;25 Lleida;Vivienda libre;2009;3.402
Total Nacional;09 Cataluña;25 Lleida;Vivienda libre;2008;5.418
Total Nacional;09 Cataluña;25 Lleida;Vivienda libre;2007;8.422
Total Nacional;09 Cataluña;25 Lleida;Vivienda protegida;2021;583
Total Nacional;09 Cataluña;25 Lleida;Vivienda protegida;2020;392
Total Nacional;09 Cataluña;25 Lleida;Vivienda protegida;2019;558
Total Nacional;09 Cataluña;25 Lleida;Vivienda protegida;2018;566
Total Nacional;09 Cataluña;25 Lleida;Vivienda protegida;2017;474
